,country,year,d_ns,preds,preds_proba
0,United States of America,2017,0,0,0.15333333333333332
1,United States of America,2018,0,0,0.05333333333333333
2,United States of America,2019,1,0,0.03333333333333333
3,United States of America,2020,0,0,0.03333333333333333
4,United States of America,2021,0,0,0.03333333333333333
5,United States of America,2022,1,0,0.09
6,United States of America,2023,0,0,0.15
7,Canada,2017,0,0,0.0
8,Canada,2018,0,0,0.0
9,Canada,2019,0,0,0.0
10,Canada,2020,0,0,0.0
11,Canada,2021,0,0,0.01818181818181818
12,Canada,2022,0,0,0.01818181818181818
13,Canada,2023,0,0,0.04318181818181819
14,Cuba,2017,0,0,0.0
15,Cuba,2018,0,0,0.0
16,Cuba,2019,0,0,0.0
17,Cuba,2020,0,0,0.02
18,Cuba,2021,0,0,0.02
19,Cuba,2022,0,0,0.0
20,Cuba,2023,0,0,0.0
21,Haiti,2017,0,0,0.13333333333333333
22,Haiti,2018,0,0,0.17333333333333334
23,Haiti,2019,0,0,0.18
24,Haiti,2020,0,0,0.17333333333333334
25,Haiti,2021,1,0,0.24317460317460315
26,Haiti,2022,1,0,0.23761904761904762
27,Haiti,2023,1,0,0.20428571428571426
28,Dominican Republic,2017,0,0,0.24285714285714283
29,Dominican Republic,2018,0,0,0.08285714285714285
30,Dominican Republic,2019,0,0,0.14285714285714285
31,Dominican Republic,2020,0,0,0.24285714285714283
32,Dominican Republic,2021,0,0,0.1661904761904762
33,Dominican Republic,2022,0,0,0.16952380952380952
34,Dominican Republic,2023,0,0,0.13785714285714284
35,Jamaica,2017,0,0,0.02
36,Jamaica,2018,0,0,0.02
37,Jamaica,2019,0,0,0.02
38,Jamaica,2020,0,0,0.05714285714285714
39,Jamaica,2021,0,0,0.02
40,Jamaica,2022,0,0,0.05714285714285714
41,Jamaica,2023,0,0,0.17214285714285713
42,Trinidad and Tobago,2017,0,0,0.0
43,Trinidad and Tobago,2018,0,0,0.0
44,Trinidad and Tobago,2019,0,0,0.0
45,Trinidad and Tobago,2020,0,0,0.0
46,Trinidad and Tobago,2021,0,0,0.0
47,Trinidad and Tobago,2022,0,0,0.0
48,Trinidad and Tobago,2023,0,0,0.0
49,Barbados,2017,0,0,0.016666666666666666
50,Barbados,2018,0,0,0.016666666666666666
51,Barbados,2019,0,0,0.016666666666666666
52,Barbados,2020,0,0,0.016666666666666666
53,Barbados,2021,0,0,0.056666666666666664
54,Barbados,2022,0,0,0.016666666666666666
55,Barbados,2023,0,0,0.0125
56,Mexico,2017,1,0,0.1
57,Mexico,2018,1,0,0.0
58,Mexico,2019,1,0,0.0
59,Mexico,2020,1,0,0.0
60,Mexico,2021,1,0,0.0
61,Mexico,2022,1,0,0.016666666666666666
62,Mexico,2023,1,0,0.07166666666666666
63,Guatemala,2017,0,0,0.3211111111111111
64,Guatemala,2018,0,0,0.3211111111111111
65,Guatemala,2019,0,0,0.27111111111111114
66,Guatemala,2020,0,0,0.3194444444444445
67,Guatemala,2021,0,0,0.35666666666666663
68,Guatemala,2022,1,0,0.3
69,Guatemala,2023,0,0,0.265
70,Honduras,2017,0,1,0.8616666666666667
71,Honduras,2018,1,1,0.7666666666666667
72,Honduras,2019,1,1,0.6238095238095237
73,Honduras,2020,1,1,0.5238095238095237
74,Honduras,2021,1,0,0.49714285714285716
75,Honduras,2022,1,1,0.6438095238095238
76,Honduras,2023,1,0,0.3580952380952381
77,El Salvador,2017,0,0,0.02
78,El Salvador,2018,0,0,0.0
79,El Salvador,2019,0,0,0.0
80,El Salvador,2020,0,0,0.0
81,El Salvador,2021,0,0,0.0
82,El Salvador,2022,0,0,0.05714285714285714
83,El Salvador,2023,0,0,0.13499999999999998
84,Nicaragua,2017,0,0,0.1
85,Nicaragua,2018,0,0,0.1
86,Nicaragua,2019,0,0,0.1
87,Nicaragua,2020,0,0,0.1
88,Nicaragua,2021,0,0,0.175
89,Nicaragua,2022,0,0,0.175
90,Nicaragua,2023,0,0,0.075
91,Costa Rica,2017,0,0,0.0
92,Costa Rica,2018,0,0,0.016666666666666666
93,Costa Rica,2019,0,0,0.06666666666666667
94,Costa Rica,2020,0,0,0.016666666666666666
95,Costa Rica,2021,0,0,0.0
96,Costa Rica,2022,0,0,0.014285714285714285
97,Costa Rica,2023,0,0,0.04428571428571428
98,Panama,2017,0,0,0.08
99,Panama,2018,0,0,0.02727272727272727
100,Panama,2019,0,0,0.02727272727272727
101,Panama,2020,0,0,0.15654761904761902
102,Panama,2021,0,0,0.0
103,Panama,2022,0,0,0.016666666666666666
104,Panama,2023,0,0,0.12166666666666666
105,Colombia,2017,1,0,0.05357142857142857
106,Colombia,2018,1,0,0.06071428571428571
107,Colombia,2019,1,0,0.03214285714285714
108,Colombia,2020,1,0,0.16214285714285714
109,Colombia,2021,1,0,0.13630952380952382
110,Colombia,2022,1,0,0.03333333333333333
111,Colombia,2023,1,0,0.03
112,Venezuela,2017,0,0,0.0
113,Venezuela,2018,0,0,0.15
114,Venezuela,2019,0,0,0.15
115,Venezuela,2020,0,0,0.0
116,Venezuela,2021,1,0,0.1
117,Venezuela,2022,1,0,0.1
118,Venezuela,2023,0,0,0.1
119,Guyana,2017,0,0,0.0
120,Guyana,2018,0,0,0.1126984126984127
121,Guyana,2019,0,0,0.11714285714285713
122,Guyana,2020,0,0,0.08499999999999999
123,Guyana,2021,0,0,0.08499999999999999
124,Guyana,2022,0,0,0.11833333333333333
125,Guyana,2023,0,0,0.19333333333333333
126,Suriname,2017,0,0,0.0
127,Suriname,2018,0,0,0.0
128,Suriname,2019,0,0,0.04
129,Suriname,2020,0,0,0.0
130,Suriname,2021,0,0,0.0
131,Suriname,2022,0,0,0.0
132,Suriname,2023,0,0,0.075
133,Ecuador,2017,0,0,0.05
134,Ecuador,2018,0,0,0.061111111111111116
135,Ecuador,2019,0,0,0.07361111111111111
